=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.03.05 10:46:47 =~=~=~=~=~=~=~=~=~=~=~=
*******************************
Log-Time-Step [ms]: 
1000
Temp-Increase-Time-Step [ms]: 
600000
*******************************
0; 0; 32.00
123; 0; 31.75
733; 0; 32.25
1341; 0; 31.50
1950; 0; 32.50
2558; 0; 31.75
3168; 0; 32.25
100
3776; 100; 32.00
5828; 100; 32.00
6438; 100; 32.25
7049; 100; 31.50
7660; 100; 31.75
8270; 100; 32.00
8881; 100; 32.25
9491; 100; 32.00
10102; 100; 32.00
10713; 100; 32.50
11323; 100; 32.00
11934; 100; 32.00
12545; 100; 32.00
13155; 100; 32.25
13765; 100; 32.00
14376; 100; 32.75
14987; 100; 32.25
15597; 100; 32.75
16208; 100; 32.75
16819; 100; 32.75
17429; 100; 33.25
18040; 100; 32.50
18651; 100; 33.00
19261; 100; 33.00
19872; 100; 33.50
20483; 100; 33.75
21093; 100; 33.75
21704; 100; 34.25
22315; 100; 34.25
22925; 100; 34.25
23536; 100; 34.75
24146; 100; 35.00
24757; 100; 35.00
25368; 100; 35.25
25978; 100; 35.50
26589; 100; 35.75
27200; 100; 36.50
27810; 100; 36.75
28422; 100; 37.00
29032; 100; 37.50
29642; 100; 37.25
30253; 100; 38.00
30864; 100; 38.00
31474; 100; 38.75
32086; 100; 38.75
32696; 100; 39.25
33306; 100; 39.50
33917; 100; 39.25
34528; 100; 40.00
35138; 100; 40.25
35749; 100; 40.75
36360; 100; 41.00
36970; 100; 41.75
37581; 100; 41.50
38192; 100; 42.25
38802; 100; 42.00
39413; 100; 42.50
40024; 100; 43.25
40634; 100; 42.75
41245; 100; 44.00
41856; 100; 44.00
42466; 100; 44.25
43077; 100; 45.25
43687; 100; 45.00
44298; 100; 45.75
44909; 100; 45.50
45519; 100; 46.50
46130; 100; 46.50
46741; 100; 47.00
47351; 100; 47.75
47962; 100; 47.50
48573; 100; 48.25
49183; 100; 48.25
49794; 100; 49.00
50405; 100; 48.50
51015; 100; 49.75
51625; 100; 49.75
52236; 100; 50.25
52847; 100; 50.50
53457; 100; 51.00
54069; 100; 51.75
54679; 100; 51.50
55289; 100; 52.25
55900; 100; 51.75
56511; 100; 52.50
57121; 100; 53.25
57732; 100; 53.25
58343; 100; 54.00
58953; 100; 53.75
59564; 100; 55.00
60175; 100; 54.50
60785; 100; 55.50
61396; 100; 55.50
62007; 100; 56.25
62617; 100; 56.00
63227; 100; 56.25
63839; 100; 57.25
64449; 100; 57.25
65059; 100; 57.75
65671; 100; 58.00
66281; 100; 58.50
66891; 100; 58.50
67503; 100; 59.25
68113; 100; 59.75
68724; 100; 59.25
69335; 100; 60.25
69945; 100; 60.50
70556; 100; 61.00
71166; 100; 61.00
71777; 100; 61.25
72388; 100; 62.00
72998; 100; 62.75
73609; 100; 63.00
74220; 100; 62.75
74830; 100; 63.50
75441; 100; 62.50
76052; 100; 64.00
76662; 100; 64.75
77273; 100; 64.75
77884; 100; 65.25
78494; 100; 64.75
79105; 100; 66.00
79716; 100; 66.00
80326; 100; 66.50
80936; 100; 66.75
81548; 100; 67.25
82158; 100; 67.75
82768; 100; 66.75
83380; 100; 68.25
83990; 100; 68.75
84601; 100; 69.00
85212; 100; 68.75
85822; 100; 69.50
86433; 100; 69.75
87044; 100; 70.50
87654; 100; 70.75
88265; 100; 70.75
88876; 100; 71.50
89486; 100; 71.50
90097; 100; 72.00
90707; 100; 72.50
91318; 100; 72.50
91929; 100; 73.50
92539; 100; 73.25
93150; 100; 73.75
93761; 100; 73.50
94371; 100; 74.50
94982; 100; 75.00
95593; 100; 75.00
96203; 100; 75.75
96814; 100; 75.50
97425; 100; 76.25
98035; 100; 76.00
98647; 100; 77.25
99257; 100; 77.50
99867; 100; 77.25
100478; 100; 78.25
101089; 100; 77.50
101699; 100; 78.75
102310; 100; 79.00
102921; 100; 79.25
103532; 100; 79.25
104142; 100; 79.75
104754; 100; 80.75
105364; 100; 80.25
105974; 100; 81.00
106586; 100; 81.25
107196; 100; 81.25
107807; 100; 82.00
108418; 100; 82.00
109029; 100; 82.75
109639; 100; 82.50
110249; 100; 82.75
110861; 100; 83.50
111471; 100; 83.75
112082; 100; 84.75
112693; 100; 84.25
113304; 100; 84.75
113914; 100; 85.25
114525; 100; 85.50
115136; 100; 86.25
115746; 100; 86.00
116358; 100; 87.00
116968; 100; 86.50
117579; 100; 87.75
118190; 100; 87.75
118801; 100; 87.75
119411; 100; 88.50
120022; 100; 88.50
120633; 100; 89.25
121243; 100; 89.50
121854; 100; 89.25
122465; 100; 90.00
123076; 100; 90.25
123686; 100; 90.75
124297; 100; 90.75
124908; 100; 91.00
125518; 100; 91.50
126130; 100; 91.75
126740; 100; 92.50
127351; 100; 92.50
127962; 100; 93.25
128573; 100; 93.00
129183; 100; 93.50
129795; 100; 93.50
130405; 100; 94.25
131015; 100; 94.75
131627; 100; 94.50
132237; 100; 95.75
132848; 100; 95.50
133458; 100; 95.50
134070; 100; 96.50
134680; 100; 96.50
135291; 100; 97.25
135902; 100; 97.00
136512; 100; 97.75
137123; 100; 98.00
137734; 100; 97.50
138345; 100; 98.50
138955; 100; 98.75
139567; 100; 99.50
140177; 100; 99.25
140787; 100; 100.00
141399; 100; 100.00
142010; 100; 100.50
142621; 100; 101.00
143233; 100; 101.00
143844; 100; 100.75
144455; 100; 101.75
145067; 100; 102.00
145679; 100; 102.25
146289; 100; 102.75
146902; 100; 103.25
147513; 100; 103.50
148124; 100; 103.75
148736; 100; 104.25
149347; 100; 104.25
149958; 100; 104.75
150569; 100; 105.00
151181; 100; 105.00
151792; 100; 105.75
152403; 100; 105.75
153015; 100; 106.25
153626; 100; 107.00
154238; 100; 106.75
154850; 100; 107.50
155461; 100; 107.25
156072; 100; 107.75
156684; 100; 108.25
157295; 100; 108.25
157906; 100; 108.75
158518; 100; 109.25
159129; 100; 109.25
159740; 100; 110.25
160352; 100; 109.75
160964; 100; 110.50
161575; 100; 110.75
162187; 100; 111.00
162798; 100; 111.50
163409; 100; 111.50
164021; 100; 112.00
164632; 100; 112.25
165243; 100; 112.50
165855; 100; 113.25
166466; 100; 113.00
167077; 100; 113.50
167690; 100; 114.00
168301; 100; 113.75
168912; 100; 114.75
169524; 100; 114.50
170135; 100; 114.75
170746; 100; 115.75
171358; 100; 115.50
171969; 100; 116.25
172580; 100; 116.25
173192; 100; 116.75
173803; 100; 117.25
174414; 100; 116.75
175026; 100; 118.00
175637; 100; 117.75
176248; 100; 118.25
176860; 100; 118.50
177471; 100; 118.50
178083; 100; 119.50
178695; 100; 119.25
179306; 100; 119.75
179917; 100; 119.75
180529; 100; 120.25
181140; 100; 120.75
181751; 100; 121.00
182363; 100; 121.50
182974; 100; 121.75
183585; 100; 121.75
184197; 100; 122.50
184808; 100; 122.00
185419; 100; 122.50
186031; 100; 123.25
186643; 100; 122.50
187253; 100; 124.00
187866; 100; 123.75
188477; 100; 124.25
189088; 100; 125.00
189700; 100; 125.00
190311; 100; 125.50
190922; 100; 125.75
191534; 100; 125.75
192145; 100; 126.50
192756; 100; 126.00
193368; 100; 126.75
193979; 100; 127.00
194591; 100; 127.25
195203; 100; 127.50
195814; 100; 127.50
196425; 100; 128.50
197037; 100; 128.50
197648; 100; 129.25
198259; 100; 129.25
198871; 100; 129.00
199482; 100; 129.25
200093; 100; 130.25
200705; 100; 130.50
201316; 100; 130.50
201928; 100; 130.75
202540; 100; 131.50
203151; 100; 131.50
203762; 100; 132.25
204374; 100; 132.25
204985; 100; 132.50
205596; 100; 133.00
206208; 100; 133.50
206819; 100; 132.75
207430; 100; 134.00
